category,product,resid_reversion_corr_all,contrarian_future10_edge_all,day_edge_min,day_edge_max,day_edge_mean,stable_positive_days
MICROCHIP,MICROCHIP_RECTANGLE,-0.024728589951658476,0.40177467330637345,-1.0014014014014014,2.0896288099788753,0.4045342613176164,2
MICROCHIP,MICROCHIP_TRIANGLE,0.01315336451507233,0.018933190735603758,-3.1825325325325324,1.8556483251181974,0.021936161759452604,2
PEBBLES,PEBBLES_XS,-0.03315661582796136,1.2007118746031216,0.38753753753753756,1.6626626626626626,1.2012889444452333,3
PEBBLES,PEBBLES_S,-0.004321826498293252,0.49455232111226227,-1.6515441102504778,2.86021021021021,0.49104352147473224,2
PEBBLES,PEBBLES_M,-0.011170928414564598,0.6680090906052605,-0.8743587164269189,1.6608608608608608,0.6654873681313006,2
PEBBLES,PEBBLES_L,-0.01499339100842788,0.40486614752180744,-1.361180967709486,2.539289289289289,0.40197871646921035,2
PEBBLES,PEBBLES_XL,-0.053834480754897954,4.553340463219812,-1.154360728296952,8.188888888888888,4.544008552696478,2
ROBOT,ROBOT_VACUUMING,0.012566749724902215,-0.48975635841048093,-1.0698118901518963,0.42542542542542544,-0.49070473081806615,1
ROBOT,ROBOT_MOPPING,0.005219215154211745,-0.5434310350589887,-1.1992992992992992,-0.09229229229229229,-0.5430946588878386,0
ROBOT,ROBOT_DISHES,-0.03177712575998796,0.16729053173356506,-1.5412412412412413,2.921871871871872,0.1655718438486772,1
ROBOT,ROBOT_LAUNDRY,-0.02092759542599381,0.6646502456468701,-0.7627127127127127,2.5076451061261444,0.66766348382383,2
ROBOT,ROBOT_IRONING,-0.0061322426819359925,0.061127636108418835,-0.23433433433433434,0.3858858858858859,0.06107950152479543,2
UV_VISOR,UV_VISOR_YELLOW,-0.006034929684630485,0.1523511914708733,-0.5778278278278278,0.9683633437279952,0.1536853454735626,2
UV_VISOR,UV_VISOR_AMBER,-0.0006392694046481011,-0.1534206744426991,-1.2494994994994995,0.47442442442442445,-0.1526513536975261,2
UV_VISOR,UV_VISOR_ORANGE,0.010208090876113659,-0.49988302529995654,-1.036986986986987,-0.04229956744794286,-0.499134890851016,0
UV_VISOR,UV_VISOR_RED,0.021762954459587373,-0.8215801610908726,-1.1358858858858858,-0.23488582637561614,-0.8206209344508645,0
UV_VISOR,UV_VISOR_MAGENTA,-0.025214325834593532,0.3078606998429197,-0.04954954954954955,0.5438084699728397,0.3082464669679235,2
TRANSLATOR,TRANSLATOR_SPACE_GRAY,-0.0016326535765693892,0.1346044584071388,-1.1126626626626626,1.1837340307816115,0.13631975200227897,2
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,-0.009834568800109546,0.43564720430466897,-0.48243243243243245,1.8506689467860375,0.4379607199997502,1
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,-0.017299662346004017,0.31026703652952775,-0.9658988029373302,1.4731731731731732,0.3081805458343701,2
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,-0.012283221506778961,0.4684168309882691,-0.14794794794794794,0.9396396396396396,0.46865530319240545,2
TRANSLATOR,TRANSLATOR_VOID_BLUE,-0.02530749666119633,0.5130510343905618,-0.18493493493493493,1.385373704858666,0.5144772543055747,2
PANEL,PANEL_1X2,-0.0005430228768958428,-0.1210019718592293,-0.4943443443443443,0.29164164164164164,-0.12106654486696737,1
PANEL,PANEL_2X2,-0.012103485860863551,0.496156545570001,0.06518458907554572,0.9441441441441442,0.49545192008223893,3
PANEL,PANEL_1X4,0.04589849916929219,-0.8564720430466897,-1.3005505505505506,-0.19560406397746705,-0.8553915448493458,0
PANEL,PANEL_2X4,0.004685842054784293,-0.19678486681594867,-1.798008248667136,0.915015015015015,-0.19940281628911208,2
PANEL,PANEL_4X4,-0.002662878798529214,0.12245580027405502,-0.42502502502502504,0.6732723066089931,0.12335636780192993,2
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,-0.011082584308759746,0.2059924467765115,-0.35026657277939843,1.233983983983984,0.205082980912039,1
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,-0.03860106707230436,1.2858527455633166,0.12812812812812813,2.382858867317171,1.2876463157990836,3
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,0.010769607183763415,-0.37139467263794657,-1.31011011011011,1.459159159159159,-0.3728599873722766,1
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,-0.016224428948935915,0.45864108819892385,-0.3852731113570063,1.5634134134134134,0.4572613152333503,2
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,-0.002889932201085425,0.0019217272149994987,-1.1916916916916918,1.0148878382456494,0.0035778946971651107,2
SNACKPACK,SNACKPACK_CHOCOLATE,0.003181311135789551,0.12910664750509676,-0.02247247247247247,0.2842269389397445,0.12936026426453276,2
SNACKPACK,SNACKPACK_VANILLA,0.0020915517735884963,0.10509341265332041,-0.2692192192192192,0.688361331857962,0.10604703721258062,1
SNACKPACK,SNACKPACK_PISTACHIO,-0.03404675337840672,0.3817552889275091,-0.23564027763806458,0.8103103103103103,0.3807458667466044,2
SNACKPACK,SNACKPACK_STRAWBERRY,-0.021510283434911553,0.36531198823568733,-0.2898601750326929,0.9026026026026026,0.3642408025166299,2
SNACKPACK,SNACKPACK_RASPBERRY,-0.02892790651857434,0.39788108686207013,-0.35760989840056334,0.8144144144144144,0.39664588304899473,2
