product,category,signal,feature,window,horizon,threshold,cost_mult,active_rate,net_edge_mean,net_edge_t,positive_days,min_day_edge,positive_blocks,min_block_edge,count
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,0.75,0.5,0.6776443109776443,-3.6984465015510364,-45.80286454310959,0,-4.027740986019132,0,-4.416830708661418,20309
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,0.75,1.0,0.6776443109776443,-7.328647397705451,-90.53005315883303,0,-7.993966151582046,0,-8.222222222222221,20309
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,1.0,0.0,0.5555221888555222,-0.012823593008589105,-0.14432678422849238,2,-0.15626121277359167,8,-0.5885542168674699,16649
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,1.0,0.25,0.5555221888555222,-1.8293215808757284,-20.57983662775337,0,-1.9324210432931157,0,-2.4838855421686747,16649
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,1.0,0.5,0.5555221888555222,-3.6458195687428674,-40.98223873383682,0,-3.914611426543648,0,-4.3792168674698795,16649
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,1.0,1.0,0.5555221888555222,-7.278815544477146,-81.59509564156733,0,-7.878992193044713,0,-8.169879518072289,16649
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,1.5,0.0,0.30417083750417084,0.10031812198332601,0.8289328022291781,2,-0.011250401800064288,9,-0.6122222222222222,9116
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,1.5,0.25,0.30417083750417084,-1.7151574155331286,-14.164548408791086,0,-1.8324230387288978,0,-2.4297222222222223,9116
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,1.5,0.5,0.30417083750417084,-3.530632953049583,-29.13051481584461,0,-3.813472360145647,0,-4.286247334754798,9116
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,1.5,1.0,0.30417083750417084,-7.161584028082492,-58.91371387683788,0,-7.775571002979146,0,-8.1220556745182,9116
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,2.0,0.0,0.11297964631297965,0.29060838747784995,1.4502149859970437,3,0.13996554694229113,12,-1.075,3386
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,2.0,0.25,0.11297964631297965,-1.5238112817483758,-7.602707033669076,0,-1.8422167707404105,2,-2.85625,3386
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,2.0,0.5,0.11297964631297965,-3.338230950974601,-16.64597519224572,0,-3.827609277430865,0,-4.701342281879195,3386
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,1,2.0,1.0,0.11297964631297965,-6.967070289427053,-34.66458384278429,0,-7.798394290811776,0,-8.59731543624161,3386
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,0.25,0.0,0.9001268442486148,-0.34838314915078245,-2.2563382735836703,1,-0.7891372025794975,5,-1.9837074583635048,26966
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,0.25,0.25,0.9001268442486148,-2.1625333753615665,-14.00473058848666,0,-2.5499916611074047,0,-3.8293180133432174,26966
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,0.25,0.5,0.9001268442486148,-3.9766836015723506,-25.749214048674943,0,-4.310846119635312,0,-5.714974054855449,26966
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,0.25,1.0,0.9001268442486148,-7.604984053993919,-49.215485963752286,0,-8.21979305740988,0,-9.486286137879912,26966
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,0.5,0.0,0.7926430335803458,-0.4519498020719279,-2.7528749942824993,1,-0.8961693548387096,6,-2.1676253081347574,23746
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,0.5,0.25,0.7926430335803458,-2.2653657458098206,-13.797243003190932,0,-2.656832787298387,0,-4.120172555464256,23746
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,0.5,0.5,0.7926430335803458,-4.078781689547713,-24.837496268667625,0,-4.4637474670719355,0,-6.072719802793755,23746
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,0.5,1.0,0.7926430335803458,-7.705613577023499,-46.895212681548266,0,-8.426798378926039,0,-9.977814297452753,23746
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,0.75,0.0,0.677648708191468,-0.4985714989409389,-2.8043368054658764,0,-0.9379685432897251,6,-2.049203373945642,20301
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,0.75,0.25,0.677648708191468,-2.3135867691246736,-13.012067923296081,0,-2.6993238277230636,1,-3.9362652869238004,20301
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,0.75,0.5,0.677648708191468,-4.128602039308409,-23.21598836659128,0,-4.484133411868649,0,-5.889934148635936,20301
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,0.75,1.0,0.677648708191468,-7.758632579675878,-43.60278286370786,0,-8.450154616404065,0,-9.797271872060207,20301
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,1.0,0.0,0.5554776687362307,-0.5057688840814855,-2.586685400454635,0,-1.12215042182732,6,-2.6245694603903558,16641
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,1.0,0.25,0.5554776687362307,-2.3221636319932695,-11.875276775441144,0,-2.8849847424160835,1,-4.5818025258323765,16641
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,1.0,0.5,0.5554776687362307,-4.138558379905054,-21.160457334902386,0,-4.647819063004847,0,-6.539035591274398,16641
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,1.0,1.0,0.5554776687362307,-7.7713478757286225,-39.71178749265107,0,-8.248224431818182,0,-10.453501722158439,16641
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,1.5,0.0,0.30419253621737097,-0.6285526171403489,-2.388292304706481,0,-0.97491961414791,5,-4.134698275862069,9113
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,1.5,0.25,0.30419253621737097,-2.443953692527159,-9.28573600093574,0,-2.7391479099678455,2,-6.106411637931035,9113
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,1.5,0.5,0.30419253621737097,-4.259354767913969,-16.181184310300946,0,-4.503376205787782,1,-8.078125,9113
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,1.5,1.0,0.30419253621737097,-7.890156918687589,-29.959554433874178,0,-8.422847682119205,0,-12.02155172413793,9113
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,2.0,0.0,0.11295814139795714,-0.541371158392435,-1.2726867594909488,1,-1.127906976744186,9,-6.36734693877551,3384
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,2.0,0.25,0.11295814139795714,-2.355607269503546,-5.537563620281066,0,-2.831287683031869,3,-8.312925170068027,3384
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,2.0,0.5,0.11295814139795714,-4.169843380614657,-9.80144556918812,0,-4.5346683893195525,2,-10.258503401360544,3384
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,5,2.0,1.0,0.11295814139795714,-7.79831560283688,-18.322120587561766,0,-8.445982142857142,2,-14.149659863945578,3384
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,0.25,0.0,0.9001770029723141,-0.48909252801068487,-2.216572848391511,2,-1.6081321615307598,8,-4.6704966641957,26954
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,0.25,0.25,0.9001770029723141,-2.303178563478519,-10.438149836412759,0,-3.368881410612971,2,-6.556152705707932,26954
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,0.25,0.5,0.9001770029723141,-4.117264598946353,-18.65920031129235,0,-5.129630659695183,1,-8.441808747220163,26954
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,0.25,1.0,0.9001770029723141,-7.745436669882022,-35.09595158316738,0,-8.651129157859605,0,-12.213120830244625,26954
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,0.5,0.0,0.7927395384564004,-0.6090702279142267,-2.5862064233282096,1,-1.7414901664145235,8,-4.679640718562874,23737
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,0.5,0.25,0.7927395384564004,-2.422447023633989,-10.286158210160076,0,-3.5020644225920323,2,-6.567686056458512,23737
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,0.5,0.5,0.7927395384564004,-4.235823819353752,-17.98552812814474,0,-5.262638678769541,1,-8.45573139435415,23737
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,0.5,1.0,0.7927395384564004,-7.862577410793277,-33.378970920173444,0,-8.783787191124558,0,-12.231822070145423,23737
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,0.75,0.0,0.6776876064522593,-0.6427163414153361,-2.523659048866947,1,-1.8213707898220326,6,-4.483759842519685,20292
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,0.75,0.25,0.6776876064522593,-2.4576865267100336,-9.650218427908714,0,-3.582622444477129,3,-6.375492125984252,20292
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,0.75,0.5,0.6776876064522593,-4.272656712004731,-16.776111044660972,0,-5.3438740991322256,1,-8.315939278937382,20292
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,0.75,1.0,0.6776876064522593,-7.902597082594125,-31.022613667736593,0,-8.866377408442418,0,-12.223908918406073,20292
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,1.0,0.0,0.5555555555555556,-0.6709648331830478,-2.3861380667998806,1,-2.2217133620689653,7,-4.727745664739884,16635
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,1.0,0.25,0.5555555555555556,-2.4873083859332734,-8.845455920980172,0,-3.984442349137931,4,-6.684971098265896,16635
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,1.0,0.5,0.5555555555555556,-4.303651938683498,-15.304032100698162,0,-5.747171336206897,1,-8.642196531791907,16635
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,1.0,1.0,0.5555555555555556,-7.936339044183949,-28.215992263471776,0,-9.272629310344827,0,-12.55664739884393,16635
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,1.5,0.0,0.30421133486958557,-1.160500603798441,-3.0936121504644944,0,-2.5037013196009013,6,-6.815217391304348,9109
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,1.5,0.25,0.30421133486958557,-2.9758206169722254,-7.932687793947047,0,-4.26774219504345,6,-8.786684782608695,9109
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,1.5,0.5,0.30421133486958557,-4.7911406301460095,-12.771111983842347,0,-6.031783070485999,3,-10.758152173913043,9109
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,1.5,1.0,0.30421133486958557,-8.421780656493578,-22.44374321006056,0,-9.559864821371098,1,-14.701086956521738,9109
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,2.0,0.0,0.11301472798316801,-1.4883274231678487,-2.462390190139732,0,-1.7183462532299743,7,-10.685975609756097,3384
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,2.0,0.25,0.11301472798316801,-3.30256353427896,-5.463430573505539,0,-3.4217269595176574,6,-12.463414634146341,3384
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,2.0,0.5,0.11301472798316801,-5.116799645390071,-8.463524447993564,0,-5.1251076658053405,4,-14.240853658536585,3384
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,10,2.0,1.0,0.11301472798316801,-8.745271867612294,-14.45944455887011,0,-9.080357142857142,2,-17.795731707317074,3384
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,0.25,0.0,0.9000936517492809,-0.10163130318457136,-0.2871624781400218,1,-2.113426183844011,8,-6.290214974054855,26911
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,0.25,0.25,0.9000936517492809,-1.9155085281111812,-5.412654324576112,1,-3.8738857938718665,5,-8.175871015567086,26911
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,0.25,0.5,0.9000936517492809,-3.7293857530377914,-10.538603171445379,0,-5.634345403899721,2,-10.061527057079317,26911
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,0.25,1.0,0.9000936517492809,-7.357140202891011,-20.79095639877388,0,-9.155264623955432,0,-13.832839140103781,26911
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,0.5,0.0,0.7927286106094054,-0.1464495168980212,-0.38768576114687275,1,-2.234878141179442,8,-6.766894781864842,23701
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,0.5,0.25,0.7927286106094054,-1.9596588751529471,-5.188048861125151,1,-3.995154059856042,4,-8.654940119760479,23701
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,0.5,0.5,0.7927286106094054,-3.772868233407873,-9.98896265211925,0,-5.755429978532643,2,-10.542985457656115,23701
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,0.5,1.0,0.7927286106094054,-7.399286949917725,-19.591579965127277,0,-9.275981815885844,0,-14.31907613344739,23701
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,0.75,0.0,0.6778045354204295,-0.06252158894645941,-0.15274445460049293,2,-2.308145529533068,9,-7.0049212598425195,20265
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,0.75,0.25,0.6778045354204295,-1.8773439427584506,-4.586815760881738,1,-4.069119163352482,6,-8.896653543307087,20265
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,0.75,0.5,0.6778045354204295,-3.692166296570442,-9.021406382996691,0,-5.830092797171896,3,-10.788385826771654,20265
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,0.75,1.0,0.6778045354204295,-7.321811004194424,-17.89135353402284,0,-9.352040064810723,1,-14.571850393700787,20265
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,1.0,0.0,0.5556558967154994,-0.1661650514657196,-0.36579251340701185,2,-3.035971223021583,10,-6.2542168674698795,16613
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,1.0,0.25,0.5556558967154994,-1.9823255883946307,-4.364073725314984,1,-4.798448741007194,7,-8.149548192771084,16613
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,1.0,0.5,0.5556558967154994,-3.798486125323542,-8.362636435752687,0,-6.560926258992806,3,-10.044879518072289,16613
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,1.0,1.0,0.5556558967154994,-7.430807199181364,-16.3599007196672,0,-10.085881294964029,1,-13.8355421686747,16613
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,1.5,0.0,0.30436818516288716,-0.9839010989010989,-1.5978663472291277,2,-3.9895296391752577,8,-8.978678038379531,9100
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,1.5,0.25,0.30436818516288716,-2.7990384615384616,-4.545773744746269,0,-5.753382731958763,5,-10.861140724946695,9100
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,1.5,0.5,0.30436818516288716,-4.614175824175824,-7.493707561020978,0,-7.517235824742268,3,-12.74360341151386,9100
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,1.5,1.0,0.30436818516288716,-8.24445054945055,-13.389141800986426,0,-11.044942010309278,2,-16.50852878464819,9100
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,2.0,0.0,0.1131513813633019,-2.74534436890334,-2.7311536607789026,0,-4.247960108794198,6,-17.828767123287673,3383
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,2.0,0.25,0.1131513813633019,-4.55948861956843,-4.535477234579042,0,-6.005326382592928,5,-19.773116438356166,3383
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,2.0,0.5,0.1131513813633019,-6.3736328702335205,-6.339357013679116,0,-7.762692656391659,5,-21.71746575342466,3383
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,25,2.0,1.0,0.1131513813633019,-10.0019213715637,-9.945474992515337,0,-11.27742520398912,4,-25.606164383561644,3383
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,0.25,0.0,0.8999094658485062,0.5368134734331917,1.0670803172526349,1,-2.727516478605742,13,-10.772230320699709,26838
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,0.25,0.25,0.8999094658485062,-1.2766646173336313,-2.53790141528126,1,-4.48745950173165,10,-12.55439139941691,26838
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,0.25,0.5,0.8999094658485062,-3.0901427081004544,-6.143240002455378,1,-6.2474025248575575,7,-14.336552478134111,26838
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,0.25,1.0,0.8999094658485062,-6.717098889634101,-13.354668557883707,0,-9.767288571109374,1,-17.900874635568513,26838
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,0.5,0.0,0.7923079502397479,0.5080621270472724,0.94456704188956,1,-2.983153894870171,12,-11.652227722772277,23629
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,0.5,0.25,0.7923079502397479,-1.3046944432688645,-2.425783732187356,1,-4.742843571880937,9,-13.432343234323433,23629
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,0.5,0.5,0.7923079502397479,-3.1174510135850015,-5.79651539174536,1,-6.502533248891703,7,-15.212458745874587,23629
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,0.5,1.0,0.7923079502397479,-6.742964154217275,-12.538822234521929,0,-10.021912602913236,3,-18.772689768976896,23629
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,0.75,0.0,0.6773966401770446,0.7502475002475002,1.2857448876531163,2,-3.1546985815602837,12,-12.13401559454191,20202
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,0.75,0.25,0.6773966401770446,-1.064102564102564,-1.823728798134994,1,-4.915059840425532,11,-13.914230019493177,20202
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,0.75,0.5,0.6773966401770446,-2.8784526284526284,-4.933546004046998,1,-6.67542109929078,8,-15.694444444444445,20202
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,0.75,1.0,0.6773966401770446,-6.507152757152757,-11.153937045345288,0,-10.196143617021276,3,-19.25487329434698,20202
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,1.0,0.0,0.5551755356603963,1.1529262547562964,1.7838065230319764,2,-3.7099801479877277,13,-14.549469964664311,16557
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,1.0,0.25,0.5551755356603963,-0.662748384369149,-1.025473309774829,1,-5.471801118931601,11,-16.32788574793875,16557
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,1.0,0.5,0.5551755356603963,-2.4784230234945945,-3.835106444518966,1,-7.233622089875474,8,-18.10630153121319,16557
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,1.0,1.0,0.5551755356603963,-6.109772301745485,-9.455187218663015,0,-10.757264031763219,2,-21.663133097762074,16557
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,1.5,0.0,0.3038259061797941,0.0556781812162013,0.06419566020588857,2,-6.1150857882809975,12,-18.446666666666665,9061
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,1.5,0.25,0.3038259061797941,-1.7589670014347203,-2.028198542081334,1,-7.87795403043056,10,-20.221666666666668,9061
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,1.5,0.5,0.3038259061797941,-3.5736121840856416,-4.12087230756664,1,-9.640822272580124,8,-21.996666666666666,9061
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,1.5,1.0,0.3038259061797941,-7.202902549387485,-8.306874566484694,0,-13.16655875687925,2,-25.546666666666667,9061
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,2.0,0.0,0.11310062703282701,-1.9300326119181737,-1.3865899444778993,1,-7.568761384335155,10,-23.814102564102566,3373
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,2.0,0.25,0.11310062703282701,-3.743774088348651,-2.689685459071408,0,-9.325136612021858,10,-25.738051470588236,3373
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,2.0,0.5,0.11310062703282701,-5.557515564779129,-3.992801662824383,0,-11.081511839708561,7,-27.68198529411765,3373
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,50,2.0,1.0,0.11310062703282701,-9.184998517640082,-6.598978279934057,0,-14.594262295081966,3,-31.56985294117647,3373
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,100,0.25,0.0,0.900010110201193,-0.4262712499063881,-0.5978602069842024,1,-3.0550432924772295,10,-20.170505200594352,26706
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,z_revert,roll_z_25,25,100,0.25,0.25,0.900010110201193,-2.2391316558076837,-3.140523876265648,1,-4.7540340717418195,8,-22.00278603268945,26706
